Source;Target;Type;Weight
1119.0;703;Directed;4
1529.0;703;Directed;6
1779.0;703;Directed;6
2011.0;703;Directed;1
588.0;704;Directed;3
733.0;704;Directed;4
739.0;704;Directed;4
826.0;704;Directed;3
921.0;704;Directed;4
940.0;704;Directed;8
1024.0;704;Directed;3
1098.0;704;Directed;8
1168.0;704;Directed;3
1342.0;704;Directed;3
1403.0;704;Directed;3
1641.0;704;Directed;3
1704.0;704;Directed;4
1795.0;705;Directed;7
1795.0;706;Directed;7
1795.0;707;Directed;12
610.0;708;Directed;1
620.0;708;Directed;2
;708;Directed;1
1309.0;708;Directed;2
1772.0;708;Directed;2
1850.0;708;Directed;2
2062.0;708;Directed;1
1795.0;709;Directed;7
1795.0;710;Directed;7
588.0;711;Directed;3
733.0;711;Directed;4
739.0;711;Directed;4
826.0;711;Directed;3
921.0;711;Directed;4
940.0;711;Directed;8
1024.0;711;Directed;3
1098.0;711;Directed;8
1168.0;711;Directed;3
1342.0;711;Directed;3
1403.0;711;Directed;3
1641.0;711;Directed;3
1704.0;711;Directed;4
1681.0;712;Directed;1
1795.0;712;Directed;7
2011.0;712;Directed;1
588.0;713;Directed;3
733.0;713;Directed;4
739.0;713;Directed;4
826.0;713;Directed;3
921.0;713;Directed;4
940.0;713;Directed;8
1024.0;713;Directed;3
1098.0;713;Directed;8
1168.0;713;Directed;3
1180.0;713;Directed;3
1342.0;713;Directed;3
1403.0;713;Directed;3
1641.0;713;Directed;3
1704.0;713;Directed;4
;713;Directed;4
1890.0;713;Directed;1
610.0;714;Directed;1
620.0;714;Directed;2
708.0;714;Directed;1
;714;Directed;1
1309.0;714;Directed;2
1366.0;714;Directed;1
1772.0;714;Directed;1
1850.0;714;Directed;1
;714;Directed;4
1890.0;714;Directed;3
2062.0;714;Directed;1
1795.0;715;Directed;7
588.0;716;Directed;3
733.0;716;Directed;4
739.0;716;Directed;4
826.0;716;Directed;3
921.0;716;Directed;4
940.0;716;Directed;8
1024.0;716;Directed;3
1098.0;716;Directed;8
1168.0;716;Directed;3
1180.0;716;Directed;3
1342.0;716;Directed;3
1403.0;716;Directed;3
1641.0;716;Directed;3
1704.0;716;Directed;4
;716;Directed;4
1890.0;716;Directed;1
610.0;717;Directed;1
1772.0;717;Directed;2
1795.0;718;Directed;7
588.0;719;Directed;3
733.0;719;Directed;4
739.0;719;Directed;4
826.0;719;Directed;3
921.0;719;Directed;4
940.0;719;Directed;8
1024.0;719;Directed;3
1098.0;719;Directed;8
1168.0;719;Directed;3
1342.0;719;Directed;3
1403.0;719;Directed;3
1641.0;719;Directed;3
1704.0;719;Directed;4
1795.0;719;Directed;7
836.0;720;Directed;6
1691.0;720;Directed;6
1795.0;720;Directed;7
1795.0;721;Directed;7
;722;Directed;1
938.0;723;Directed;7
1795.0;724;Directed;7
;725;Directed;1
1795.0;726;Directed;7
734.0;727;Directed;1
767.0;727;Directed;4
1601.0;727;Directed;6
1701.0;727;Directed;1
1983.0;727;Directed;8
588.0;728;Directed;3
733.0;728;Directed;5
739.0;728;Directed;4
826.0;728;Directed;3
921.0;728;Directed;4
940.0;728;Directed;8
1024.0;728;Directed;3
1098.0;728;Directed;8
1168.0;728;Directed;3
1180.0;728;Directed;3
1342.0;728;Directed;3
1403.0;728;Directed;3
1641.0;728;Directed;3
1704.0;728;Directed;4
;728;Directed;4
1890.0;728;Directed;1
604.0;729;Directed;1
1795.0;729;Directed;7
2011.0;729;Directed;1
;730;Directed;1
1681.0;731;Directed;1
1795.0;731;Directed;7
588.0;732;Directed;3
733.0;732;Directed;4
739.0;732;Directed;4
826.0;732;Directed;3
921.0;732;Directed;4
940.0;732;Directed;8
1024.0;732;Directed;3
1098.0;732;Directed;8
1168.0;732;Directed;3
1342.0;732;Directed;3
1403.0;732;Directed;3
1641.0;732;Directed;3
1704.0;732;Directed;4
1795.0;732;Directed;7
588.0;733;Directed;3
739.0;733;Directed;4
826.0;733;Directed;3
921.0;733;Directed;4
940.0;733;Directed;11
1024.0;733;Directed;3
1098.0;733;Directed;8
1168.0;733;Directed;3
1342.0;733;Directed;3
1403.0;733;Directed;3
1641.0;733;Directed;3
1704.0;733;Directed;4
;733;Directed;1
727.0;734;Directed;3
1601.0;734;Directed;1
1983.0;734;Directed;5
610.0;735;Directed;1
1772.0;735;Directed;1
;736;Directed;1
610.0;737;Directed;1
1772.0;737;Directed;1
1795.0;738;Directed;7
588.0;739;Directed;3
733.0;739;Directed;4
739.0;739;Directed;4
826.0;739;Directed;3
921.0;739;Directed;4
940.0;739;Directed;8
1024.0;739;Directed;3
1098.0;739;Directed;8
1168.0;739;Directed;3
1180.0;739;Directed;3
1342.0;739;Directed;3
1403.0;739;Directed;3
1641.0;739;Directed;3
1704.0;739;Directed;4
;739;Directed;4
1890.0;739;Directed;1
;740;Directed;1
658.0;741;Directed;2
666.0;741;Directed;40
784.0;741;Directed;2
874.0;741;Directed;2
902.0;741;Directed;4
903.0;741;Directed;2
1065.0;741;Directed;2
1071.0;741;Directed;26
1214.0;741;Directed;2
1292.0;741;Directed;3
1299.0;741;Directed;4
1359.0;741;Directed;3
1601.0;741;Directed;2
1736.0;741;Directed;2
1743.0;741;Directed;10
1808.0;741;Directed;2
1916.0;741;Directed;8
1951.0;741;Directed;2
2011.0;741;Directed;6
628.0;742;Directed;6
629.0;742;Directed;1
630.0;742;Directed;1
637.0;742;Directed;1
653.0;742;Directed;3
658.0;742;Directed;24
665.0;742;Directed;14
666.0;742;Directed;88
742.0;742;Directed;8
746.0;742;Directed;60
753.0;742;Directed;1
784.0;742;Directed;19
836.0;742;Directed;12
867.0;742;Directed;104
874.0;742;Directed;27
894.0;742;Directed;7
902.0;742;Directed;131
903.0;742;Directed;2
907.0;742;Directed;6
912.0;742;Directed;36
1025.0;742;Directed;23
1060.0;742;Directed;6
1062.0;742;Directed;7
1065.0;742;Directed;14
1066.0;742;Directed;1
1071.0;742;Directed;445
1073.0;742;Directed;5
1080.0;742;Directed;3
1131.0;742;Directed;3
1132.0;742;Directed;7
1214.0;742;Directed;6
1243.0;742;Directed;60
1292.0;742;Directed;6
1298.0;742;Directed;821
1299.0;742;Directed;22
1359.0;742;Directed;28
1361.0;742;Directed;59
1467.0;742;Directed;9
1557.0;742;Directed;4
1571.0;742;Directed;1
1601.0;742;Directed;2
1606.0;742;Directed;117
1608.0;742;Directed;1324
1632.0;742;Directed;1
1640.0;742;Directed;5
1643.0;742;Directed;1
;742;Directed;5
1670.0;742;Directed;12
1691.0;742;Directed;20
1736.0;742;Directed;2
1743.0;742;Directed;114
1752.0;742;Directed;3
1795.0;742;Directed;18
1808.0;742;Directed;196
1825.0;742;Directed;9
;742;Directed;10
1916.0;742;Directed;37
1917.0;742;Directed;10
1923.0;742;Directed;2
1929.0;742;Directed;2
1931.0;742;Directed;3
1951.0;742;Directed;2
1959.0;742;Directed;13
2011.0;742;Directed;13
2012.0;742;Directed;1
2021.0;742;Directed;13
2044.0;742;Directed;4
2121.0;742;Directed;2
2126.0;742;Directed;10
743.0;743;Directed;3
1467.0;744;Directed;1
;745;Directed;2
628.0;746;Directed;6
658.0;746;Directed;14
665.0;746;Directed;14
666.0;746;Directed;27
742.0;746;Directed;5
746.0;746;Directed;60
836.0;746;Directed;12
867.0;746;Directed;5
874.0;746;Directed;13
894.0;746;Directed;7
902.0;746;Directed;96
907.0;746;Directed;5
912.0;746;Directed;36
1025.0;746;Directed;23
1062.0;746;Directed;3
1065.0;746;Directed;6
1071.0;746;Directed;284
1073.0;746;Directed;5
1080.0;746;Directed;3
1131.0;746;Directed;3
1132.0;746;Directed;7
1214.0;746;Directed;4
1243.0;746;Directed;60
1292.0;746;Directed;3
1299.0;746;Directed;9
1361.0;746;Directed;56
1458.0;746;Directed;1
1474.0;746;Directed;1
1606.0;746;Directed;4
1608.0;746;Directed;5
1640.0;746;Directed;5
1691.0;746;Directed;9
1743.0;746;Directed;79
1746.0;746;Directed;1
1752.0;746;Directed;3
1795.0;746;Directed;18
1808.0;746;Directed;191
1825.0;746;Directed;3
;746;Directed;10
1916.0;746;Directed;18
1917.0;746;Directed;9
1931.0;746;Directed;3
1959.0;746;Directed;8
2021.0;746;Directed;10
2044.0;746;Directed;4
2126.0;746;Directed;8
1355.0;747;Directed;1
971.0;748;Directed;1
1458.0;748;Directed;4
;749;Directed;1
2013.0;749;Directed;1
1288.0;750;Directed;1
1579.0;751;Directed;3
2013.0;751;Directed;4
1006.0;752;Directed;1
2013.0;752;Directed;1
628.0;753;Directed;6
637.0;753;Directed;1
658.0;753;Directed;20
665.0;753;Directed;14
666.0;753;Directed;62
742.0;753;Directed;8
746.0;753;Directed;60
836.0;753;Directed;12
867.0;753;Directed;8
874.0;753;Directed;23
894.0;753;Directed;7
902.0;753;Directed;104
907.0;753;Directed;6
912.0;753;Directed;38
1025.0;753;Directed;23
1060.0;753;Directed;6
1062.0;753;Directed;3
1065.0;753;Directed;12
1071.0;753;Directed;368
1073.0;753;Directed;5
1080.0;753;Directed;3
1131.0;753;Directed;3
1132.0;753;Directed;7
1214.0;753;Directed;4
1243.0;753;Directed;60
1292.0;753;Directed;6
1299.0;753;Directed;12
1359.0;753;Directed;18
1361.0;753;Directed;59
1467.0;753;Directed;7
1557.0;753;Directed;3
1601.0;753;Directed;2
1606.0;753;Directed;4
1608.0;753;Directed;5
1632.0;753;Directed;3
1640.0;753;Directed;5
;753;Directed;1
1670.0;753;Directed;8
1691.0;753;Directed;14
1743.0;753;Directed;92
1752.0;753;Directed;3
1795.0;753;Directed;18
1808.0;753;Directed;192
1825.0;753;Directed;9
;753;Directed;10
1916.0;753;Directed;21
1917.0;753;Directed;9
1931.0;753;Directed;3
1951.0;753;Directed;2
1959.0;753;Directed;11
2011.0;753;Directed;8
2021.0;753;Directed;10
2044.0;753;Directed;4
2126.0;753;Directed;8
773.0;754;Directed;1
1467.0;755;Directed;1
658.0;756;Directed;1
746.0;756;Directed;30
1920.0;757;Directed;1
2116.0;757;Directed;1
628.0;758;Directed;6
650.0;758;Directed;2
658.0;758;Directed;24
665.0;758;Directed;10
666.0;758;Directed;87
742.0;758;Directed;12
746.0;758;Directed;60
784.0;758;Directed;19
836.0;758;Directed;6
867.0;758;Directed;91
874.0;758;Directed;27
894.0;758;Directed;7
902.0;758;Directed;127
903.0;758;Directed;2
907.0;758;Directed;5
912.0;758;Directed;36
1025.0;758;Directed;23
1062.0;758;Directed;5
1065.0;758;Directed;14
1066.0;758;Directed;2
1071.0;758;Directed;417
1073.0;758;Directed;5
1080.0;758;Directed;3
1131.0;758;Directed;3
1132.0;758;Directed;7
1214.0;758;Directed;6
1243.0;758;Directed;60
1292.0;758;Directed;6
1299.0;758;Directed;20
1359.0;758;Directed;14
1361.0;758;Directed;11
1467.0;758;Directed;1
1557.0;758;Directed;2
1606.0;758;Directed;5
1608.0;758;Directed;5
1640.0;758;Directed;5
1691.0;758;Directed;14
1736.0;758;Directed;2
1743.0;758;Directed;111
1750.0;758;Directed;2
1752.0;758;Directed;3
1795.0;758;Directed;7
1808.0;758;Directed;196
1916.0;758;Directed;26
1917.0;758;Directed;4
1923.0;758;Directed;2
1929.0;758;Directed;2
1931.0;758;Directed;3
1959.0;758;Directed;13
2011.0;758;Directed;7
2021.0;758;Directed;10
2044.0;758;Directed;4
2121.0;758;Directed;2
2126.0;758;Directed;10
639.0;759;Directed;4
1632.0;759;Directed;2
2159.0;760;Directed;1
650.0;761;Directed;2
658.0;761;Directed;4
666.0;761;Directed;26
742.0;761;Directed;4
784.0;761;Directed;19
867.0;761;Directed;98
874.0;761;Directed;4
902.0;761;Directed;27
903.0;761;Directed;2
1062.0;761;Directed;2
1065.0;761;Directed;2
1066.0;761;Directed;3
1071.0;761;Directed;79
1120.0;761;Directed;14
1214.0;761;Directed;2
1299.0;761;Directed;10
1359.0;761;Directed;10
1467.0;761;Directed;3
1557.0;761;Directed;3
1601.0;761;Directed;2
1606.0;761;Directed;1
1691.0;761;Directed;4
1736.0;761;Directed;2
1743.0;761;Directed;23
1750.0;761;Directed;2
1808.0;761;Directed;4
1916.0;761;Directed;14
1917.0;761;Directed;1
1923.0;761;Directed;2
1929.0;761;Directed;2
1959.0;761;Directed;2
2011.0;761;Directed;4
2121.0;761;Directed;2
2126.0;761;Directed;2
1920.0;762;Directed;1
2116.0;762;Directed;1
;763;Directed;7
1940.0;763;Directed;6
;764;Directed;1
;765;Directed;4
;765;Directed;21
610.0;765;Directed;1
620.0;765;Directed;2
628.0;765;Directed;6
;765;Directed;4
;765;Directed;3
;765;Directed;3
;765;Directed;3
634.0;765;Directed;2
;765;Directed;2
;765;Directed;1
637.0;765;Directed;5
638.0;765;Directed;1
639.0;765;Directed;14
;765;Directed;5
;765;Directed;1
653.0;765;Directed;7
;765;Directed;14
658.0;765;Directed;24
661.0;765;Directed;40
665.0;765;Directed;24
666.0;765;Directed;83
672.0;765;Directed;2
708.0;765;Directed;1
742.0;765;Directed;13
;765;Directed;2
746.0;765;Directed;74
;765;Directed;4
;765;Directed;3
;765;Directed;1
765.0;765;Directed;12
770.0;765;Directed;2
773.0;765;Directed;1
777.0;765;Directed;16
782.0;765;Directed;1
783.0;765;Directed;9
784.0;765;Directed;91
794.0;765;Directed;2
;765;Directed;3
836.0;765;Directed;12
;765;Directed;1
858.0;765;Directed;13
861.0;765;Directed;3
;765;Directed;1
;765;Directed;12
867.0;765;Directed;60
874.0;765;Directed;32
;765;Directed;10
;765;Directed;2
;765;Directed;2
884.0;765;Directed;37
886.0;765;Directed;4
;765;Directed;1
894.0;765;Directed;8
895.0;765;Directed;177
;765;Directed;1
;765;Directed;68
900.0;765;Directed;6
902.0;765;Directed;137
;765;Directed;133
903.0;765;Directed;2
907.0;765;Directed;5
;765;Directed;5
912.0;765;Directed;41
;765;Directed;1
;765;Directed;6
985.0;765;Directed;6
;765;Directed;4
;765;Directed;2
;765;Directed;3
;765;Directed;8
;765;Directed;10
1008.0;765;Directed;6
1014.0;765;Directed;1
;765;Directed;1
1025.0;765;Directed;23
;765;Directed;2
1060.0;765;Directed;8
;765;Directed;7
1062.0;765;Directed;6
1063.0;765;Directed;18
1065.0;765;Directed;74
1066.0;765;Directed;3
1071.0;765;Directed;406
1073.0;765;Directed;5
1080.0;765;Directed;3
1119.0;765;Directed;178
1120.0;765;Directed;78
1124.0;765;Directed;3
;765;Directed;5
1128.0;765;Directed;3
1130.0;765;Directed;2
1131.0;765;Directed;6
1132.0;765;Directed;363
;765;Directed;2
;765;Directed;1
1160.0;765;Directed;4
;765;Directed;1
1171.0;765;Directed;4
1180.0;765;Directed;3
1213.0;765;Directed;13
1214.0;765;Directed;13
1221.0;765;Directed;1
;765;Directed;2
1226.0;765;Directed;1
;765;Directed;1
1230.0;765;Directed;4
1231.0;765;Directed;11
;765;Directed;1
1241.0;765;Directed;10
1243.0;765;Directed;70
;765;Directed;37
;765;Directed;2
;765;Directed;4
;765;Directed;1
;765;Directed;2
;765;Directed;1
;765;Directed;5
;765;Directed;1
;765;Directed;1
;765;Directed;2
1255.0;765;Directed;2
;765;Directed;4
;765;Directed;3
1286.0;765;Directed;122
;765;Directed;9
1292.0;765;Directed;7
1293.0;765;Directed;5
1298.0;765;Directed;9
1299.0;765;Directed;24
;765;Directed;1
;765;Directed;1
1309.0;765;Directed;23
1352.0;765;Directed;8
2616.0;765;Directed;53
1359.0;765;Directed;27
;765;Directed;1
1361.0;765;Directed;60
1366.0;765;Directed;1
;765;Directed;9
;765;Directed;6
1445.0;765;Directed;8
1452.0;765;Directed;14
1454.0;765;Directed;2
1458.0;765;Directed;15
;765;Directed;2
1467.0;765;Directed;296
1473.0;765;Directed;7
1476.0;765;Directed;1
;765;Directed;9
;765;Directed;23
;765;Directed;2
;765;Directed;1
1481.0;765;Directed;2
1556.0;765;Directed;3
1557.0;765;Directed;4
;765;Directed;4
1560.0;765;Directed;1
;765;Directed;3
1564.0;765;Directed;37
;765;Directed;1
;765;Directed;2
1571.0;765;Directed;43
;765;Directed;1
;765;Directed;5
;765;Directed;1
;765;Directed;1
1582.0;765;Directed;1
;765;Directed;1
;765;Directed;49
;765;Directed;2
;765;Directed;1
;765;Directed;3
1601.0;765;Directed;94
;765;Directed;18
;765;Directed;12
;765;Directed;3
1606.0;765;Directed;98
1607.0;765;Directed;2
;765;Directed;3
;765;Directed;1
1608.0;765;Directed;19
1610.0;765;Directed;5
1623.0;765;Directed;1
1629.0;765;Directed;1
1632.0;765;Directed;895
;765;Directed;1
;765;Directed;1
;765;Directed;4
1640.0;765;Directed;5
1643.0;765;Directed;3
;765;Directed;1
;765;Directed;1263
;765;Directed;41
2633.0;765;Directed;1
1663.0;765;Directed;2
1665.0;765;Directed;8
;765;Directed;4
1667.0;765;Directed;1
1670.0;765;Directed;173
;765;Directed;1
1686.0;765;Directed;2
1690.0;765;Directed;10
1691.0;765;Directed;16
1726.0;765;Directed;1
;765;Directed;4
;765;Directed;2
1736.0;765;Directed;3
1738.0;765;Directed;1
1739.0;765;Directed;2
1742.0;765;Directed;8
1743.0;765;Directed;107
;765;Directed;6
1750.0;765;Directed;2
;765;Directed;2
1752.0;765;Directed;9
;765;Directed;2
1772.0;765;Directed;3
1795.0;765;Directed;18
1806.0;765;Directed;34
1808.0;765;Directed;194
;765;Directed;7
;765;Directed;1
1812.0;765;Directed;1
1816.0;765;Directed;44
;765;Directed;1
;765;Directed;1
1824.0;765;Directed;21
1825.0;765;Directed;379
;765;Directed;2
;765;Directed;1
1850.0;765;Directed;2
;765;Directed;10
;765;Directed;6
1890.0;765;Directed;2
1912.0;765;Directed;1
1916.0;765;Directed;31
1917.0;765;Directed;10
;765;Directed;3
1923.0;765;Directed;13
;765;Directed;1
1928.0;765;Directed;4
1929.0;765;Directed;2
1931.0;765;Directed;22
1939.0;765;Directed;2
1940.0;765;Directed;5
;765;Directed;2
1942.0;765;Directed;2
1944.0;765;Directed;3
1951.0;765;Directed;27
;765;Directed;1
;765;Directed;1
;765;Directed;3
1955.0;765;Directed;9
1959.0;765;Directed;13
;765;Directed;1
;765;Directed;2
1974.0;765;Directed;27
1999.0;765;Directed;13
;765;Directed;3
;765;Directed;21
2011.0;765;Directed;521
2013.0;765;Directed;9
;765;Directed;51
;765;Directed;1
;765;Directed;2
;765;Directed;2
2021.0;765;Directed;16
2027.0;765;Directed;14
2039.0;765;Directed;10
;765;Directed;2
2042.0;765;Directed;9
;765;Directed;1
2044.0;765;Directed;14
2046.0;765;Directed;1
2053.0;765;Directed;2
2062.0;765;Directed;2
;765;Directed;4
2075.0;765;Directed;1
2080.0;765;Directed;6
2108.0;765;Directed;2
;765;Directed;1
2113.0;765;Directed;3
;765;Directed;1
2121.0;765;Directed;12
;765;Directed;2
2126.0;765;Directed;9
2128.0;765;Directed;1
2144.0;765;Directed;5
2154.0;765;Directed;3
2158.0;765;Directed;30
;765;Directed;3
2159.0;765;Directed;8
2649.0;765;Directed;4
;765;Directed;6
;765;Directed;50
;765;Directed;1
2236.0;765;Directed;9
;765;Directed;1
;765;Directed;1
;765;Directed;1
;765;Directed;3
;765;Directed;1
;765;Directed;2
;765;Directed;1
1601.0;766;Directed;1
2635.0;766;Directed;2
938.0;767;Directed;1
978.0;767;Directed;2
1601.0;767;Directed;2
1691.0;767;Directed;1
1746.0;767;Directed;1
2282.0;767;Directed;2
658.0;768;Directed;2
767.0;769;Directed;4
628.0;770;Directed;6
634.0;770;Directed;15
637.0;770;Directed;5
650.0;770;Directed;2
653.0;770;Directed;2
658.0;770;Directed;31
665.0;770;Directed;16
666.0;770;Directed;96
742.0;770;Directed;12
746.0;770;Directed;111
770.0;770;Directed;1
782.0;770;Directed;1
784.0;770;Directed;28
836.0;770;Directed;12
858.0;770;Directed;1
867.0;770;Directed;107
874.0;770;Directed;27
884.0;770;Directed;18
894.0;770;Directed;7
895.0;770;Directed;8
902.0;770;Directed;128
903.0;770;Directed;2
907.0;770;Directed;12
912.0;770;Directed;36
1025.0;770;Directed;23
1060.0;770;Directed;1
1062.0;770;Directed;19
1063.0;770;Directed;2
1065.0;770;Directed;54
1066.0;770;Directed;10
1071.0;770;Directed;447
1073.0;770;Directed;5
1080.0;770;Directed;3
1119.0;770;Directed;6
1120.0;770;Directed;1
1131.0;770;Directed;3
1132.0;770;Directed;20
1213.0;770;Directed;2
1214.0;770;Directed;33
1241.0;770;Directed;2
1243.0;770;Directed;87
1292.0;770;Directed;72
1299.0;770;Directed;32
1359.0;770;Directed;29
1361.0;770;Directed;59
1467.0;770;Directed;95
1522.0;770;Directed;6
1556.0;770;Directed;1
1557.0;770;Directed;8
1564.0;770;Directed;1
1601.0;770;Directed;18
1606.0;770;Directed;17
1608.0;770;Directed;6
1632.0;770;Directed;19
1640.0;770;Directed;5
1643.0;770;Directed;3
;770;Directed;21
1663.0;770;Directed;4
1665.0;770;Directed;3
1670.0;770;Directed;11
1691.0;770;Directed;20
1736.0;770;Directed;13
1738.0;770;Directed;2
1743.0;770;Directed;115
1750.0;770;Directed;31
1752.0;770;Directed;4
1795.0;770;Directed;18
1806.0;770;Directed;3
1808.0;770;Directed;196
;770;Directed;10
;770;Directed;2
1916.0;770;Directed;33
1917.0;770;Directed;18
1921.0;770;Directed;4
1923.0;770;Directed;2
1928.0;770;Directed;1
1929.0;770;Directed;2
1931.0;770;Directed;31
1944.0;770;Directed;2
1951.0;770;Directed;2
1955.0;770;Directed;6
1959.0;770;Directed;13
2011.0;770;Directed;65
2013.0;770;Directed;2
2021.0;770;Directed;10
2044.0;770;Directed;4
2053.0;770;Directed;15
2108.0;770;Directed;7
2121.0;770;Directed;2
2126.0;770;Directed;11
650.0;771;Directed;2
658.0;771;Directed;2
666.0;771;Directed;42
770.0;771;Directed;2
784.0;771;Directed;6
874.0;771;Directed;2
902.0;771;Directed;8
903.0;771;Directed;2
1065.0;771;Directed;14
1066.0;771;Directed;2
1071.0;771;Directed;30
1214.0;771;Directed;7
1286.0;771;Directed;1
1299.0;771;Directed;4
1467.0;771;Directed;9
1601.0;771;Directed;2
1632.0;771;Directed;31
1736.0;771;Directed;2
1743.0;771;Directed;12
1808.0;771;Directed;2
1916.0;771;Directed;6
1931.0;771;Directed;6
2011.0;771;Directed;11
629.0;772;Directed;3
630.0;772;Directed;1
650.0;772;Directed;2
658.0;772;Directed;4
666.0;772;Directed;36
742.0;772;Directed;4
770.0;772;Directed;4
784.0;772;Directed;17
867.0;772;Directed;95
874.0;772;Directed;6
895.0;772;Directed;1
902.0;772;Directed;27
903.0;772;Directed;2
1062.0;772;Directed;4
1065.0;772;Directed;2
1066.0;772;Directed;3
1071.0;772;Directed;87
1213.0;772;Directed;5
1214.0;772;Directed;4
1292.0;772;Directed;13
1298.0;772;Directed;385
1299.0;772;Directed;16
1359.0;772;Directed;11
1467.0;772;Directed;12
1557.0;772;Directed;3
1606.0;772;Directed;113
1608.0;772;Directed;1249
1632.0;772;Directed;1
;772;Directed;2
1691.0;772;Directed;4
1736.0;772;Directed;2
1743.0;772;Directed;26
1750.0;772;Directed;2
1808.0;772;Directed;4
1916.0;772;Directed;14
1917.0;772;Directed;1
1923.0;772;Directed;2
1929.0;772;Directed;2
1951.0;772;Directed;1
1959.0;772;Directed;2
2011.0;772;Directed;12
2027.0;772;Directed;1
2053.0;772;Directed;1
2121.0;772;Directed;2
2126.0;772;Directed;2
628.0;773;Directed;6
630.0;773;Directed;1
634.0;773;Directed;1
658.0;773;Directed;24
665.0;773;Directed;14
666.0;773;Directed;88
742.0;773;Directed;12
746.0;773;Directed;60
784.0;773;Directed;22
836.0;773;Directed;12
867.0;773;Directed;106
874.0;773;Directed;27
894.0;773;Directed;7
902.0;773;Directed;128
903.0;773;Directed;2
907.0;773;Directed;5
912.0;773;Directed;36
1025.0;773;Directed;23
1062.0;773;Directed;7
1065.0;773;Directed;19
1066.0;773;Directed;1
1071.0;773;Directed;447
1072.0;773;Directed;1
1073.0;773;Directed;5
1080.0;773;Directed;3
1119.0;773;Directed;2
1120.0;773;Directed;14
1131.0;773;Directed;3
1132.0;773;Directed;7
1214.0;773;Directed;10
1243.0;773;Directed;60
1292.0;773;Directed;17
1298.0;773;Directed;821
1299.0;773;Directed;22
1359.0;773;Directed;27
1361.0;773;Directed;59
1467.0;773;Directed;46
1556.0;773;Directed;10
1557.0;773;Directed;6
1564.0;773;Directed;2
1601.0;773;Directed;4
1604.0;773;Directed;1
1606.0;773;Directed;117
1608.0;773;Directed;1324
1632.0;773;Directed;8
1640.0;773;Directed;5
1643.0;773;Directed;13
1670.0;773;Directed;9
1691.0;773;Directed;18
1736.0;773;Directed;2
1743.0;773;Directed;126
1752.0;773;Directed;3
1795.0;773;Directed;18
1808.0;773;Directed;196
1816.0;773;Directed;12
1825.0;773;Directed;1
;773;Directed;10
1916.0;773;Directed;35
1917.0;773;Directed;10
1923.0;773;Directed;2
1928.0;773;Directed;2
1929.0;773;Directed;2
1931.0;773;Directed;3
1951.0;773;Directed;2
1955.0;773;Directed;1
1959.0;773;Directed;13
2011.0;773;Directed;7
2012.0;773;Directed;1
2013.0;773;Directed;1
2021.0;773;Directed;14
2044.0;773;Directed;4
2121.0;773;Directed;5
2126.0;773;Directed;10
778.0;774;Directed;1
2597.0;774;Directed;1
2011.0;775;Directed;10
978.0;776;Directed;4
639.0;777;Directed;8
765.0;777;Directed;2
1632.0;777;Directed;9
1825.0;777;Directed;1
2039.0;777;Directed;7
2128.0;777;Directed;1
774.0;778;Directed;3
978.0;778;Directed;4
1070.0;778;Directed;1
1125.0;778;Directed;12
1571.0;778;Directed;12
1945.0;778;Directed;3
2011.0;778;Directed;5
628.0;779;Directed;6
629.0;779;Directed;1
630.0;779;Directed;1
653.0;779;Directed;1
658.0;779;Directed;18
665.0;779;Directed;4
666.0;779;Directed;83
742.0;779;Directed;12
746.0;779;Directed;44
770.0;779;Directed;5
784.0;779;Directed;21
867.0;779;Directed;108
874.0;779;Directed;27
902.0;779;Directed;103
903.0;779;Directed;2
907.0;779;Directed;5
912.0;779;Directed;21
1025.0;779;Directed;23
1062.0;779;Directed;5
1063.0;779;Directed;18
1065.0;779;Directed;14
1066.0;779;Directed;1
1071.0;779;Directed;364
1080.0;779;Directed;3
1119.0;779;Directed;2
1131.0;779;Directed;3
1132.0;779;Directed;8
1214.0;779;Directed;10
1243.0;779;Directed;53
1292.0;779;Directed;6
1299.0;779;Directed;22
1359.0;779;Directed;28
1361.0;779;Directed;43
1467.0;779;Directed;36
1557.0;779;Directed;8
1601.0;779;Directed;2
1604.0;779;Directed;1
1606.0;779;Directed;5
;779;Directed;6
1670.0;779;Directed;2
1691.0;779;Directed;20
1736.0;779;Directed;2
1743.0;779;Directed;107
1752.0;779;Directed;3
1795.0;779;Directed;11
1808.0;779;Directed;200
1825.0;779;Directed;9
;779;Directed;10
1916.0;779;Directed;30
1917.0;779;Directed;10
1923.0;779;Directed;2
1929.0;779;Directed;2
1931.0;779;Directed;3
1944.0;779;Directed;2
1951.0;779;Directed;4
1959.0;779;Directed;8
2011.0;779;Directed;8
2021.0;779;Directed;6
2027.0;779;Directed;1
2044.0;779;Directed;4
2108.0;779;Directed;2
2121.0;779;Directed;5
2126.0;779;Directed;4
628.0;780;Directed;2
658.0;780;Directed;5
742.0;780;Directed;5
746.0;780;Directed;16
902.0;780;Directed;20
907.0;780;Directed;4
1071.0;780;Directed;72
1243.0;780;Directed;14
1299.0;780;Directed;6
1361.0;780;Directed;8
1743.0;780;Directed;18
1808.0;780;Directed;30
;780;Directed;8
2044.0;780;Directed;4
2126.0;780;Directed;2
1355.0;781;Directed;9
628.0;782;Directed;6
;782;Directed;4
635.0;782;Directed;1
658.0;782;Directed;24
665.0;782;Directed;14
666.0;782;Directed;88
742.0;782;Directed;12
746.0;782;Directed;60
