Source;Target;Type;Weight
895.0;453;Directed;4
895.0;454;Directed;4
2027.0;455;Directed;1
;456;Directed;2
;456;Directed;1
765.0;456;Directed;8
;456;Directed;3
1119.0;456;Directed;5
1128.0;456;Directed;12
1132.0;456;Directed;12
1283.0;456;Directed;1
1825.0;456;Directed;28
2117.0;456;Directed;2
;456;Directed;2
861.0;457;Directed;1
895.0;458;Directed;3
867.0;459;Directed;4
1361.0;460;Directed;4
895.0;461;Directed;2
1132.0;462;Directed;4
1601.0;462;Directed;3
1691.0;463;Directed;2
1691.0;464;Directed;2
1467.0;465;Directed;4
1452.0;466;Directed;7
;467;Directed;1
1825.0;468;Directed;1
880.0;469;Directed;2
1132.0;469;Directed;1
1467.0;469;Directed;2
1361.0;470;Directed;4
1467.0;471;Directed;4
;471;Directed;2
1632.0;472;Directed;1
1452.0;473;Directed;10
2027.0;474;Directed;1
;475;Directed;17
764.0;475;Directed;3
;475;Directed;1
1601.0;476;Directed;1
1601.0;477;Directed;1
1361.0;478;Directed;4
1361.0;479;Directed;4
658.0;480;Directed;1
746.0;480;Directed;3
1132.0;481;Directed;1
1825.0;482;Directed;1
1632.0;483;Directed;1
1361.0;484;Directed;4
1691.0;485;Directed;2
1571.0;486;Directed;1
1225.0;487;Directed;2
1930.0;488;Directed;1
880.0;489;Directed;2
1132.0;489;Directed;1
1286.0;489;Directed;2
1467.0;489;Directed;10
;489;Directed;2
1753.0;489;Directed;2
2113.0;489;Directed;2
1632.0;490;Directed;1
;491;Directed;2
1071.0;492;Directed;2
874.0;493;Directed;4
1601.0;493;Directed;1
890.0;494;Directed;1
;495;Directed;2
1452.0;496;Directed;10
1452.0;497;Directed;10
641.0;498;Directed;1
1632.0;499;Directed;1
1025.0;500;Directed;12
1452.0;501;Directed;7
1452.0;502;Directed;10
;503;Directed;1
1944.0;503;Directed;1
1691.0;504;Directed;2
1452.0;505;Directed;11
1452.0;506;Directed;10
1467.0;507;Directed;2
1467.0;508;Directed;2
2588.0;509;Directed;7
1132.0;510;Directed;1
2117.0;510;Directed;1
2158.0;510;Directed;2
867.0;511;Directed;4
867.0;512;Directed;4
1120.0;513;Directed;2
;514;Directed;4
867.0;515;Directed;4
1691.0;516;Directed;2
1452.0;517;Directed;4
867.0;518;Directed;4
2011.0;519;Directed;1
1691.0;520;Directed;2
1452.0;521;Directed;10
1452.0;522;Directed;10
1065.0;523;Directed;1
2011.0;524;Directed;1
867.0;525;Directed;4
1132.0;526;Directed;2
2588.0;527;Directed;7
1452.0;528;Directed;10
1065.0;529;Directed;1
;530;Directed;1
867.0;531;Directed;4
867.0;532;Directed;4
;533;Directed;1
1944.0;533;Directed;1
1467.0;534;Directed;1
867.0;535;Directed;4
867.0;536;Directed;4
1670.0;536;Directed;1
610.0;537;Directed;1
1772.0;537;Directed;1
1850.0;537;Directed;1
652.0;538;Directed;2
1930.0;538;Directed;1
867.0;539;Directed;4
1361.0;540;Directed;4
654.0;541;Directed;2
783.0;541;Directed;2
880.0;541;Directed;4
1063.0;541;Directed;2
1132.0;541;Directed;5
1467.0;541;Directed;22
1753.0;541;Directed;10
1825.0;541;Directed;1
2113.0;541;Directed;4
2011.0;542;Directed;1
;543;Directed;1
1944.0;543;Directed;1
1467.0;544;Directed;6
;544;Directed;2
867.0;545;Directed;4
895.0;546;Directed;1
1361.0;547;Directed;4
1691.0;548;Directed;2
1632.0;549;Directed;1
1467.0;550;Directed;4
;550;Directed;2
;551;Directed;2
902.0;551;Directed;2
;551;Directed;2
2116.0;552;Directed;1
1452.0;553;Directed;10
;554;Directed;2
1128.0;554;Directed;3
2158.0;554;Directed;1
1452.0;555;Directed;10
;556;Directed;7
764.0;556;Directed;3
;556;Directed;1
;556;Directed;1
1452.0;557;Directed;10
867.0;558;Directed;4
867.0;559;Directed;4
867.0;560;Directed;4
1691.0;561;Directed;2
1128.0;562;Directed;1
2158.0;562;Directed;1
867.0;563;Directed;3
2027.0;564;Directed;1
666.0;565;Directed;4
1361.0;566;Directed;3
1467.0;567;Directed;4
1452.0;568;Directed;1
1452.0;569;Directed;7
867.0;570;Directed;4
1746.0;571;Directed;1
1062.0;572;Directed;1
2046.0;572;Directed;1
1452.0;573;Directed;10
;574;Directed;3
1065.0;575;Directed;1
1691.0;576;Directed;2
1691.0;577;Directed;2
1691.0;578;Directed;2
1691.0;579;Directed;2
1691.0;580;Directed;2
;581;Directed;4
1601.0;582;Directed;5
1691.0;583;Directed;2
783.0;584;Directed;5
1119.0;584;Directed;5
1557.0;584;Directed;5
1608.0;584;Directed;4
1826.0;584;Directed;5
653.0;585;Directed;2
661.0;585;Directed;2
783.0;585;Directed;8
867.0;585;Directed;5
902.0;585;Directed;4
912.0;585;Directed;9
;585;Directed;10
1119.0;585;Directed;8
1132.0;585;Directed;3
1243.0;585;Directed;2
1467.0;585;Directed;2
1557.0;585;Directed;5
1606.0;585;Directed;2
1608.0;585;Directed;4
1632.0;585;Directed;2
1643.0;585;Directed;2
1808.0;585;Directed;11
1816.0;585;Directed;3
1825.0;585;Directed;4
1826.0;585;Directed;5
1916.0;585;Directed;18
1923.0;585;Directed;2
1938.0;585;Directed;2
2121.0;585;Directed;2
2126.0;585;Directed;5
783.0;586;Directed;3
867.0;586;Directed;5
1119.0;586;Directed;3
1132.0;586;Directed;3
1467.0;586;Directed;2
1606.0;586;Directed;2
1632.0;586;Directed;2
1643.0;586;Directed;2
1816.0;586;Directed;3
1923.0;586;Directed;2
2121.0;586;Directed;2
1795.0;587;Directed;7
588.0;588;Directed;4
733.0;588;Directed;4
739.0;588;Directed;4
826.0;588;Directed;3
921.0;588;Directed;4
940.0;588;Directed;8
1024.0;588;Directed;3
1098.0;588;Directed;8
1168.0;588;Directed;3
1255.0;588;Directed;2
1342.0;588;Directed;3
1403.0;588;Directed;3
1641.0;588;Directed;3
1704.0;588;Directed;4
;588;Directed;7
1795.0;589;Directed;7
588.0;590;Directed;3
733.0;590;Directed;5
739.0;590;Directed;4
826.0;590;Directed;3
921.0;590;Directed;4
940.0;590;Directed;8
1024.0;590;Directed;3
1071.0;590;Directed;3
1098.0;590;Directed;8
1168.0;590;Directed;3
1342.0;590;Directed;3
1403.0;590;Directed;3
1641.0;590;Directed;3
1704.0;590;Directed;4
1361.0;591;Directed;6
938.0;592;Directed;7
1795.0;592;Directed;7
;593;Directed;23
;593;Directed;105
1001.0;594;Directed;5
595.0;595;Directed;2
;595;Directed;3
895.0;595;Directed;3
1282.0;595;Directed;2
2011.0;596;Directed;4
1361.0;597;Directed;6
1361.0;598;Directed;6
2011.0;598;Directed;2
1795.0;599;Directed;7
588.0;600;Directed;1
1795.0;600;Directed;7
;600;Directed;1
938.0;601;Directed;7
1361.0;602;Directed;6
588.0;603;Directed;3
733.0;603;Directed;4
739.0;603;Directed;4
826.0;603;Directed;3
921.0;603;Directed;4
940.0;603;Directed;8
1024.0;603;Directed;3
1098.0;603;Directed;8
1168.0;603;Directed;3
1180.0;603;Directed;3
1342.0;603;Directed;3
1403.0;603;Directed;3
1641.0;603;Directed;3
1704.0;603;Directed;4
;603;Directed;4
1467.0;604;Directed;1
1795.0;604;Directed;7
588.0;605;Directed;1
1120.0;605;Directed;9
1681.0;606;Directed;1
1795.0;606;Directed;7
588.0;607;Directed;3
733.0;607;Directed;4
739.0;607;Directed;4
826.0;607;Directed;3
921.0;607;Directed;4
940.0;607;Directed;8
1024.0;607;Directed;3
1098.0;607;Directed;8
1168.0;607;Directed;3
1342.0;607;Directed;3
1403.0;607;Directed;3
1641.0;607;Directed;3
1704.0;607;Directed;4
1795.0;608;Directed;7
1795.0;609;Directed;7
1772.0;610;Directed;2
938.0;611;Directed;7
1025.0;612;Directed;12
1795.0;613;Directed;7
588.0;614;Directed;3
733.0;614;Directed;4
739.0;614;Directed;4
826.0;614;Directed;3
921.0;614;Directed;4
940.0;614;Directed;8
1024.0;614;Directed;3
1098.0;614;Directed;8
1168.0;614;Directed;3
1180.0;614;Directed;3
1342.0;614;Directed;3
1403.0;614;Directed;3
1641.0;614;Directed;3
1704.0;614;Directed;4
1890.0;614;Directed;1
733.0;615;Directed;1
588.0;616;Directed;3
733.0;616;Directed;4
739.0;616;Directed;4
826.0;616;Directed;3
921.0;616;Directed;4
940.0;616;Directed;8
1024.0;616;Directed;3
1098.0;616;Directed;8
1168.0;616;Directed;3
1180.0;616;Directed;3
1342.0;616;Directed;3
1403.0;616;Directed;3
1641.0;616;Directed;3
1704.0;616;Directed;4
1890.0;616;Directed;1
1467.0;617;Directed;2
1795.0;618;Directed;7
1795.0;619;Directed;7
708.0;620;Directed;1
1309.0;620;Directed;1
1601.0;620;Directed;1
1701.0;620;Directed;1
1983.0;620;Directed;2
604.0;621;Directed;3
1795.0;621;Directed;7
2011.0;621;Directed;1
1180.0;622;Directed;3
1469.0;623;Directed;3
1670.0;623;Directed;4
1824.0;623;Directed;18
588.0;624;Directed;3
733.0;624;Directed;4
739.0;624;Directed;4
826.0;624;Directed;3
921.0;624;Directed;4
938.0;624;Directed;7
940.0;624;Directed;8
1024.0;624;Directed;3
1098.0;624;Directed;8
1168.0;624;Directed;3
1342.0;624;Directed;3
1403.0;624;Directed;3
1641.0;624;Directed;3
1704.0;624;Directed;4
1795.0;625;Directed;7
;626;Directed;1
1928.0;626;Directed;2
;627;Directed;2
628.0;628;Directed;1
784.0;628;Directed;1
867.0;628;Directed;1
;628;Directed;1
1601.0;628;Directed;2
628.0;629;Directed;6
634.0;629;Directed;3
637.0;629;Directed;1
650.0;629;Directed;2
658.0;629;Directed;33
665.0;629;Directed;16
666.0;629;Directed;88
742.0;629;Directed;12
746.0;629;Directed;81
767.0;629;Directed;4
770.0;629;Directed;2
774.0;629;Directed;5
784.0;629;Directed;19
836.0;629;Directed;12
867.0;629;Directed;102
874.0;629;Directed;29
884.0;629;Directed;16
894.0;629;Directed;8
902.0;629;Directed;131
903.0;629;Directed;2
905.0;629;Directed;1
907.0;629;Directed;5
912.0;629;Directed;36
978.0;629;Directed;12
1025.0;629;Directed;23
1062.0;629;Directed;16
1064.0;629;Directed;1
1065.0;629;Directed;14
1066.0;629;Directed;8
1071.0;629;Directed;447
1073.0;629;Directed;5
1080.0;629;Directed;3
1120.0;629;Directed;40
1131.0;629;Directed;3
1132.0;629;Directed;7
1213.0;629;Directed;2
1214.0;629;Directed;22
1243.0;629;Directed;61
1292.0;629;Directed;6
1299.0;629;Directed;22
1359.0;629;Directed;51
1361.0;629;Directed;61
1458.0;629;Directed;1
1467.0;629;Directed;48
1522.0;629;Directed;12
1557.0;629;Directed;6
1571.0;629;Directed;6
1601.0;629;Directed;78
1606.0;629;Directed;5
1608.0;629;Directed;5
1632.0;629;Directed;12
1640.0;629;Directed;5
1691.0;629;Directed;20
1736.0;629;Directed;2
1738.0;629;Directed;1
1743.0;629;Directed;119
1746.0;629;Directed;11
1750.0;629;Directed;3
1752.0;629;Directed;3
1795.0;629;Directed;18
1808.0;629;Directed;196
;629;Directed;1
;629;Directed;10
1916.0;629;Directed;33
1917.0;629;Directed;10
1918.0;629;Directed;7
1923.0;629;Directed;2
